marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
Haval,S52,2008,"$42,304",Black,Gasolina,349,Manual,3,4.0L V8,100025,Sonora,Hermosillo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,151278,Lexus,314295
JAC,Corolla,2015,"$50,028",Blue,Eléctrico,794,Automático,6,1.4L I2,100026,Tabasco,Centro,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,789032,Fiat,674081
FAW,Pacifica,2021,"$39,491",Green,Gasolina,242,Automático,9,2.3L I6,100027,Tamaulipas,Victoria,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,346219,Hyundai,819354
Zotye,Equinox,2009,"$17,780",Gray,Eléctrico,853,Manual,8,4.1L V8,100028,Tlaxcala,Tlaxcala de Xicohténcatl,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,632518,Jaguar,506291
Great Wall,K947,2000,"$49,539",Yellow,Eléctrico,921,Automático,4,1.5L I2,100029,Veracruz,Xalapa,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,478936,Tesla,246835
BAIC,Expedition,2016,"$85,021",Brown,Gasolina,319,Manual,1,2.6L I6,100030,Yucatán,Mérida,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,843602,Chevrolet,981623
Brilliance,Sonata,2017,"$71,324",Orange,Eléctrico,674,Manual,7,3.3L V8,100031,Zacatecas, Zacatecas,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,170983,Audi,732568
GAC,Civic,2013,"$58,350",Purple,Gasolina,425,Manual,3,1.0L I1,100032,Ciudad de México,Cuauhtémoc,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,734921,Dodge,135907
Dongfeng,Traverse,2020,"$66,844",Gold,Eléctrico,162,Automático,6,2.4L I6,100001,Aguascalientes,Aguascalientes,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,483925,Subaru,840716
JMC,S107,2004,"$32,594",Beige,Eléctrico,839,Manual,2,3.8L V8,100002,Baja California,Mexicali,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,739102,BMW,579142
Lifan,Mustang,2018,"$17,356",Turquoise,Gasolina,984,Manual,8,1.6L I2,100003,Baja California Sur,La Paz,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,287651,Lexus,314295
MG,X54,2003,"$20,904",Pink,Eléctrico,496,Manual,4,2.7L I6,100004,Campeche,Campeche,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,921473,Fiat,674081
Proton,Edge,2019,"$70,935",Red,Gasolina,113,Automático,1,4.2L V8,100005,Chiapas,Tuxtla Gutiérrez,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,564218,Hyundai,819354
Perodua,Enclave,2014,"$70,162",White,Gasolina,849,Manual,10,1.9L I2,100006,Chihuahua,Chihuahua,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,387102,Jaguar,506291
SsangYong,Grand Cherokee,2015,"$68,441",Silver,Gasolina,717,Automático,7,2.8L I6,100007,Coahuila,Saltillo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,913276,Tesla,246835
Mahindra,Optima,2011,"$54,392",Black,Eléctrico,269,Manual,3,3.4L V8,100008,Colima,Colima,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,625491,Chevrolet,981623
Isuzu,CX-52,2005,"$80,951",Blue,Gasolina,965,Automático,6,1.1L I3,100009,Durango,Durango,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,891635,Audi,732568
Hino,Bolt EV,2012,"$8,856",Green,Eléctrico,212,Manual,9,2.1L I6,100010,Guanajuato,Guanajuato,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,154830,Dodge,135907
Scania,Explorer,2010,"$42,076",Gray,Gasolina,723,Automático,8,4.3L V8,100011,Guerrero,Chilpancingo de los Bravo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,792361,Subaru,840716
MAN,Encore,2007,"$21,738",Yellow,Eléctrico,989,Automático,4,1.7L I2,100012,Hidalgo, Pachuca de Soto,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,340725,BMW,579142
Volvo Trucks,Telluride,2006,"$47,205",Brown,Eléctrico,293,Manual,1,2.9L I6,100013,Jalisco,Guadalajara,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,628914,Lexus,314295
Mack Trucks,Tucson,2022,"$54,633",Orange,Gasolina,498,Manual,7,3.5L V12,100014,México,Toluca,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,471069,Fiat,674081
Peterbilt,Tiguan,2017,"$79,905",Red,Eléctrico,851,Manual,3,1.2L I2,100015,Michoacán, Morelia,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,840527,Hyundai,819354
Kenworth,Odyssey,2009,"$67,619",White,Gasolina,736,Manual,6,2.2L I8,100016,Morelos,Cuernavaca,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,172935,Jaguar,506291
Freightliner,CT53,2016,"$25,896",Silver,Gasolina,640,Manual,2,4.0L V12,100017,Nayarit,Tepic,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,739128,Tesla,246835
International,E-Class,2008,"$31,011",Black,Gasolina,583,Manual,8,1.4L I1,100018,Nuevo León,Monterrey,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,285401,Chevrolet,981623
Western Star,Tiguan Limited,2001,"$83,029",Blue,Eléctrico,294,Manual,10,2.3L I8,100019,Oaxaca,Oaxaca de Juárez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,941702,Audi,732568
Iveco,F-197,2013,"$50,984",Green,Gasolina,472,Manual,9,4.1L V12,100020,Puebla,Puebla,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,568314,Dodge,135907
Renault Trucks,QX107,2011,"$67,977",Gray,Eléctrico,621,Automático,1,1.5L I1,100021,Querétaro,Santiago de Querétaro,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,395216,Subaru,840716
DAF,G117,2015,"$69,201",Yellow,Gasolina,873,Manual,7,2.6L I8,100022,Quintana Roo,Othón P. Blanco,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,918275,BMW,579142
Tatra,RX 397,2020,"$11,458",Brown,Eléctrico,215,Automático,3,3.3L V12,100023,San Luis Potosí,San Luis Potosí,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,620143,Lexus,314295
ZIL,Forte,2012,"$91,146",Orange,Eléctrico,991,Manual,6,1.0L I0,100024,Sinaloa,Culiacán,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,897604,Fiat,674081
Kamaz,Outback,2002,"$10,719",Purple,Gasolina,725,Automático,2,2.4L I8,100025,Sonora,Hermosillo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,151278,Hyundai,819354
UAZ,Escape,2019,"$8,482",Gold,Eléctrico,624,Automático,8,3.8L V12,100026,Tabasco,Centro,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,789032,Jaguar,506291
VAZ,Acadia,2000,"$6,315",Beige,Gasolina,802,Manual,10,1.6L I1,100027,Tamaulipas,Victoria,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,346219,Tesla,246835
Moskvich,1547 Classic,2018,"$20,058",Turquoise,Eléctrico,517,Manual,4,2.7L I8,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,632518,Chevrolet,981623
Trabant,Arteon,2007,"$29,109",Pink,Gasolina,188,Manual,1,4.2L V12,100029,Veracruz,Xalapa,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,478936,Audi,732568
Wartburg,GLE-Class,2005,"$78,716",Red,Eléctrico,925,Manual,7,1.9L I1,100030,Yucatán,Mérida,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,843602,Dodge,135907
DKW,Bolt EUV,2017,"$67,925",White,Eléctrico,398,Manual,3,2.8L I8,100031,Zacatecas, Zacatecas,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,170983,Subaru,840716
Borgward,XC137,2021,"$30,876",Silver,Gasolina,768,Manual,6,3.4L V12,100032,Ciudad de México,Cuauhtémoc,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,734921,BMW,579142
NSU,ES 397,2011,"$94,834",Black,Gasolina,673,Manual,9,1.1L I2,100001,Aguascalientes,Aguascalientes,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,483925,Lexus,314295
Auto Union,Durango,2006,"$12,634",Blue,Gasolina,956,Manual,8,2.1L I8,100002,Baja California,Mexicali,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,739102,Fiat,674081
Maybach,Pathfinder,2008,"$58,625",Green,Eléctrico,117,Automático,4,4.3L V12,100003,Baja California Sur,La Paz,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,287651,Hyundai,819354
Horch,Passat,2019,"$67,710",Gray,Gasolina,637,Automático,1,1.7L I1,100004,Campeche,Campeche,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,921473,Jaguar,506291
